HMY,ITYPE,HPOINTER,DTDATE,DSQFT0,DSQFT1,DSQFT2,DSQFT3,DSQFT4,DSQFT5,DSQFT6,DSQFT7,DSQFT8,DSQFT9,DSQFT10,DSQFT11,DSQFT12,DSQFT13,DSQFT14,DSQFT15,sNotes,TDtDate,hUserCreatedBy,dtCreated,hUserModifiedBy,dtLastModified,hForeignDb,sExtReference,hCopyFrom,tRowVersion
3321,4,1905,00:00.0,860,860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,6,6,0x0000000003001266
3322,4,1906,00:00.0,6949,6949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,7,7,0x0000000003001267
3323,4,1906,00:00.0,6689,6689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,8,8,0x0000000003001268
3324,4,1907,00:00.0,857,857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,9,9,0x0000000003001269
3325,4,1907,00:00.0,874,874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,10,10,0x000000000300126A
3326,4,1907,00:00.0,1769,1769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,11,11,0x000000000300126B
3327,4,1908,00:00.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,12,12,0x000000000300126C
3328,4,1909,00:00.0,4284,4284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,13,13,0x000000000300126D
3329,4,1910,00:00.0,3805,3805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,14,14,0x000000000300126E
3330,4,1912,00:00.0,3864,3864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,15,15,0x000000000300126F
3331,4,1913,00:00.0,4189,4189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,16,16,0x0000000003001270
3332,4,1913,00:00.0,3277,3277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alberta Stone new lease,NULL,NULL,NULL,NULL,NULL,NULL,17,17,0x0000000003001271
3333,4,1914,00:00.0,818,818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Per J. Kwong request 7/20/21,NULL,NULL,NULL,NULL,NULL,NULL,18,18,0x0000000003001272
3334,4,1915,00:00.0,8472,8472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,19,19,0x0000000003001273
3335,4,1916,00:00.0,4227,4227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,20,20,0x0000000003001274
3336,4,1916,00:00.0,3388,3388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,J. Kwong request 07/20/21,NULL,NULL,NULL,NULL,NULL,NULL,21,21,0x0000000003001275
3337,4,1917,00:00.0,878,878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,22,22,0x0000000003001276
3338,4,1918,00:00.0,3338,3338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,23,23,0x0000000003001277
3339,4,1919,00:00.0,863,863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,24,24,0x0000000003001278
3340,4,1919,00:00.0,846,846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Prairie Western new lease,NULL,NULL,NULL,NULL,NULL,NULL,25,25,0x0000000003001279
3341,4,1907,00:00.0,853,853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,771,771,0x000000000300127A
3342,4,1910,00:00.0,2973,2973,2973,2973,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,1860,1860,0x000000000300127B
3343,4,1911,00:00.0,832,832,832,832,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,1861,1861,0x000000000300127C
3353,4,260,00:00.0,3268,3268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,174,09:26.8,174,09:26.8,NULL,NULL,NULL,0x00000000030E7D6F
3354,4,262,00:00.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,174,11:52.2,174,22:13.3,NULL,NULL,NULL,0x00000000030E7DAB
3383,4,1920,00:00.0,3421,3421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,174,24:55.2,174,05:09.2,NULL,NULL,NULL,0x00000000032A3E2A
3412,4,290,00:00.0,2000,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,174,04:58.3,174,04:58.3,NULL,NULL,NULL,0x00000000031A6080
3413,4,1921,00:00.0,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,174,06:51.3,174,06:51.3,NULL,NULL,NULL,0x00000000031A6095
3414,480,3,00:00.0,2410,2410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,174,07:10.1,174,07:10.1,NULL,NULL,NULL,0x00000000031A6097
3415,480,3,00:00.0,12448,12448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,174,07:10.1,174,07:10.1,NULL,NULL,NULL,0x00000000031A6099
3416,480,3,00:00.0,14948,14948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,174,07:10.1,174,07:10.1,NULL,NULL,NULL,0x00000000031A609B
3417,480,3,00:00.0,38495,38495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,174,07:10.2,174,07:10.2,NULL,NULL,NULL,0x00000000031A609D
3418,480,3,00:00.0,38514,38514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,174,07:10.2,174,07:10.2,NULL,NULL,NULL,0x00000000031A609F
3419,480,3,00:00.0,38521,38521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,174,07:10.2,174,07:10.2,NULL,NULL,NULL,0x00000000031A60A1
3420,480,3,00:00.0,38521,38521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,174,07:10.2,174,07:10.2,NULL,NULL,NULL,0x00000000031A60A3
3421,3,89,00:00.0,2410,2410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,174,07:10.3,174,07:10.3,NULL,NULL,NULL,0x00000000031A60A5
3422,3,89,00:00.0,12448,12448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,174,07:10.3,174,07:10.3,NULL,NULL,NULL,0x00000000031A60A7
3423,3,89,00:00.0,14948,14948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,174,07:10.4,174,07:10.4,NULL,NULL,NULL,0x00000000031A60A9
3424,3,89,00:00.0,38495,38495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,174,07:10.4,174,07:10.4,NULL,NULL,NULL,0x00000000031A60AB
3425,3,89,00:00.0,38514,38514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,174,07:10.4,174,07:10.4,NULL,NULL,NULL,0x00000000031A60AD
3426,3,89,00:00.0,38521,38521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,174,07:10.5,174,07:10.5,NULL,NULL,NULL,0x00000000031A60AF
3427,3,89,00:00.0,38521,38521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,174,07:10.5,174,07:10.5,NULL,NULL,NULL,0x00000000031A60B1
3428,4,1922,00:00.0,241766,241766,241766,241766,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,141,24:30.1,141,24:30.1,NULL,NULL,NULL,0x00000000031C6484
3429,3,838,00:00.0,241766,241766,241766,241766,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,141,24:54.7,141,24:54.7,NULL,NULL,NULL,0x00000000031C6486
3430,480,204,00:00.0,4284,4284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3384,3384,0x00000000031D5199
3431,480,204,00:00.0,16620,16620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3385,3385,0x00000000031D519A
3432,480,204,00:00.0,20425,20425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3386,3386,0x00000000031D519B
3433,480,204,00:00.0,47645,47645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3387,3387,0x00000000031D519C
3434,480,204,00:00.0,46788,46788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3388,3388,0x00000000031D519D
3435,480,204,00:00.0,46533,46533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3389,3389,0x00000000031D519E
3436,480,204,00:00.0,45694,45694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3390,3390,0x00000000031D519F
3437,480,204,00:00.0,44782,44782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3391,3391,0x00000000031D51A0
3438,480,204,00:00.0,43950,43950,2973,2973,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3392,3392,0x00000000031D51A1
3439,480,204,00:00.0,43950,43950,2973,2973,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3393,3393,0x00000000031D51A2
3440,480,205,00:00.0,2580,2580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3394,3394,0x00000000031D51A3
3441,480,205,00:00.0,3458,3458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3395,3395,0x00000000031D51A4
3442,480,205,00:00.0,4276,4276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3396,3396,0x00000000031D51A5
3443,480,205,00:00.0,5171,5171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3397,3397,0x00000000031D51A6
3444,480,205,00:00.0,4255,4255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3398,3398,0x00000000031D51A7
3445,480,205,00:00.0,5087,5087,832,832,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3399,3399,0x00000000031D51A8
3446,4,1923,00:00.0,4335,4335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,1,1,0x00000000031D51F5
3447,4,1924,00:00.0,4182,4182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,2,2,0x00000000031D51F6
3448,4,1924,00:00.0,3325,3325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Demise for Kids w/o Limits,NULL,NULL,NULL,NULL,NULL,NULL,3,3,0x00000000031D51F7
3449,4,1924,00:00.0,3330,3330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Titan Glass New lease expansion,NULL,NULL,NULL,NULL,NULL,NULL,4,4,0x00000000031D51F8
3450,4,1925,00:00.0,857,857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Demise for Kids w/o Limits lease,NULL,NULL,NULL,NULL,NULL,NULL,5,5,0x00000000031D51F9
3451,4,1927,00:00.0,860,860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,6,6,0x00000000031D51FA
3452,4,1928,00:00.0,6949,6949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,7,7,0x00000000031D51FB
3453,4,1928,00:00.0,6689,6689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,8,8,0x00000000031D51FC
3454,4,1929,00:00.0,857,857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,9,9,0x00000000031D51FD
3455,4,1929,00:00.0,874,874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,10,10,0x00000000031D51FE
3456,4,1929,00:00.0,1769,1769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,11,11,0x00000000031D51FF
3457,4,1930,00:00.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,12,12,0x00000000031D5201
3458,4,1931,00:00.0,4284,4284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,13,13,0x00000000031D5202
3459,4,1932,00:00.0,3805,3805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,14,14,0x00000000031D5203
3460,4,1934,00:00.0,3864,3864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,15,15,0x00000000031D5204
3461,4,1935,00:00.0,4189,4189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,16,16,0x00000000031D5205
3462,4,1935,00:00.0,3277,3277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alberta Stone new lease,NULL,NULL,NULL,NULL,NULL,NULL,17,17,0x00000000031D5206
3463,4,1936,00:00.0,818,818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Per J. Kwong request 7/20/21,NULL,NULL,NULL,NULL,NULL,NULL,18,18,0x00000000031D5207
3464,4,1937,00:00.0,8472,8472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,19,19,0x00000000031D5208
3465,4,1938,00:00.0,4227,4227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,20,20,0x00000000031D5209
3466,4,1938,00:00.0,3388,3388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,J. Kwong request 07/20/21,NULL,NULL,NULL,NULL,NULL,NULL,21,21,0x00000000031D520A
3467,4,1939,00:00.0,878,878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,22,22,0x00000000031D520B
3468,4,1940,00:00.0,3338,3338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,23,23,0x00000000031D520C
3469,4,1941,00:00.0,863,863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,24,24,0x00000000031D520D
3470,4,1941,00:00.0,846,846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Prairie Western new lease,NULL,NULL,NULL,NULL,NULL,NULL,25,25,0x00000000031D520E
3471,4,1929,00:00.0,853,853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,771,771,0x00000000031D520F
3472,4,1932,00:00.0,2973,2973,2973,2973,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,1860,1860,0x00000000031D5210
3473,4,1933,00:00.0,832,832,832,832,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,1861,1861,0x00000000031D5211
3474,4,1928,00:00.0,3268,3268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,3353,3353,0x00000000031D5212
3475,4,1930,00:00.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,3354,3354,0x00000000031D5213
3476,4,1926,00:00.0,3421,3421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,3383,3383,0x00000000031D5214
3489,480,206,00:00.0,18083,18083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,1108,1108,0x00000000031D7093
3490,480,206,00:00.0,18168,18168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,1856,1856,0x00000000031D7094
3491,4,1942,00:00.0,5173,5173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,58,58,0x00000000031D70AD
3492,4,1942,00:00.0,5258,5258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,1854,1854,0x00000000031D70AE
3493,4,1943,00:00.0,2582,2582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,59,59,0x00000000031D70AF
3494,4,1944,00:00.0,2582,2582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,60,60,0x00000000031D70B0
3495,4,1945,00:00.0,2582,2582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,61,61,0x00000000031D70B1
3496,4,1946,00:00.0,5164,5164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,62,62,0x00000000031D70B2
3499,480,207,00:00.0,18083,18083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,1108,1108,0x00000000031D71AE
3500,480,207,00:00.0,18168,18168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,1856,1856,0x00000000031D71AF
3501,4,1947,00:00.0,5173,5173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,58,58,0x00000000031D71C4
3502,4,1947,00:00.0,5258,5258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,1854,1854,0x00000000031D71C5
3503,4,1948,00:00.0,2582,2582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,59,59,0x00000000031D71C6
3504,4,1949,00:00.0,2582,2582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,60,60,0x00000000031D71C7
3505,4,1950,00:00.0,2582,2582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,61,61,0x00000000031D71C8
3506,4,1951,00:00.0,5164,5164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,62,62,0x00000000031D71C9
3509,480,208,00:00.0,19833,19833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,1110,1110,0x00000000031D72DA
3510,4,1952,00:00.0,6531,6531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,63,63,0x00000000031D72E7
3511,4,1953,00:00.0,5530,5530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,64,64,0x00000000031D72E8
3512,4,1954,00:00.0,7772,7772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,65,65,0x00000000031D72E9
3513,3,909,00:00.0,19833,19833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,2,45:08.4,141,00:44.1,NULL,1111,1111,0x00000000031D72F0
3514,480,209,00:00.0,2410,2410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3414,3414,0x00000000031D8970
3515,480,209,00:00.0,12448,12448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3415,3415,0x00000000031D8971
3516,480,209,00:00.0,14948,14948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3416,3416,0x00000000031D8972
3517,480,209,00:00.0,38495,38495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3417,3417,0x00000000031D8973
3518,480,209,00:00.0,38514,38514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3418,3418,0x00000000031D8974
3519,480,209,00:00.0,38521,38521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3419,3419,0x00000000031D8975
3520,480,209,00:00.0,38521,38521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3420,3420,0x00000000031D8976
3521,4,1955,00:00.0,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,46,46,0x00000000031D89AF
3522,4,1955,00:00.0,2000,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,3412,3412,0x00000000031D89B0
3523,4,1956,00:00.0,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,3413,3413,0x00000000031D89B1
3524,4,1957,00:00.0,5038,5038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,47,47,0x00000000031D89B2
3525,4,1958,00:00.0,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,48,48,0x00000000031D89B3
3526,4,1958,00:00.0,2507,2507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,1864,1864,0x00000000031D89B4
3527,4,1959,00:00.0,2530,2530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,49,49,0x00000000031D89B5
3528,4,1960,00:00.0,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,50,50,0x00000000031D89B6
3529,4,1961,00:00.0,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,51,51,0x00000000031D89B7
3530,4,1961,00:00.0,2519,2519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,New tenant - area per lease & area certificate,NULL,NULL,NULL,NULL,NULL,NULL,149,149,0x00000000031D89B8
3531,4,1962,00:00.0,2410,2410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,52,52,0x00000000031D89B9
3532,4,1963,00:00.0,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,53,53,0x00000000031D89BA
3533,4,1964,00:00.0,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,54,54,0x00000000031D89BB
3534,4,1965,00:00.0,3760,3760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,55,55,0x00000000031D89BC
3535,4,1966,00:00.0,3773,3773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,56,56,0x00000000031D89BD
3536,4,1967,00:00.0,5984,5984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,57,57,0x00000000031D89BE
3544,480,210,00:00.0,2410,2410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3414,3414,0x00000000031D90D1
3545,480,210,00:00.0,12448,12448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3415,3415,0x00000000031D90D2
3546,480,210,00:00.0,14948,14948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3416,3416,0x00000000031D90D3
3547,480,210,00:00.0,38495,38495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3417,3417,0x00000000031D90D4
3548,480,210,00:00.0,38514,38514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3418,3418,0x00000000031D90D5
3549,480,210,00:00.0,38521,38521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3419,3419,0x00000000031D90D6
3550,480,210,00:00.0,38521,38521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3420,3420,0x00000000031D90D7
3551,4,1968,00:00.0,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,46,46,0x00000000031D9112
3552,4,1968,00:00.0,2000,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,3412,3412,0x00000000031D9113
3553,4,1969,00:00.0,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,3413,3413,0x00000000031D9114
3554,4,1970,00:00.0,5038,5038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,47,47,0x00000000031D9115
3555,4,1971,00:00.0,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,48,48,0x00000000031D9116
3556,4,1971,00:00.0,2507,2507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,1864,1864,0x00000000031D9117
3557,4,1972,00:00.0,2530,2530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,49,49,0x00000000031D9118
3558,4,1973,00:00.0,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,50,50,0x00000000031D9119
3559,4,1974,00:00.0,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,51,51,0x00000000031D911A
3560,4,1974,00:00.0,2519,2519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,New tenant - area per lease & area certificate,NULL,NULL,NULL,NULL,NULL,NULL,149,149,0x00000000031D911B
3561,4,1975,00:00.0,2410,2410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,52,52,0x00000000031D911C
